feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21
0.763466979,0.463779095,0.751185707,0.100687577,0.766305721,0.305934827,0.382693447,0.930057386,0.512431644,0.921748535,0.901807638,0.214671401,0.380270075,0.12154007,0.759583542,0.826577486,0.733573902,0.710926215,0.811638531,0.543848534,0.740563927
0.32038952,0.70434401,0.754408603,0.735624098,0.344647342,0.855182133,0.759529028,0.351209217,0.819463684,0.125984395,0.308968447,0.845690578,0.520843577,0.808663778,0.731502202,0.842328874,0.307312025,0.814395412,0.215287557,0.163971336,0.202028651
0.06036936,0.959579837,0.903324598,0.955466393,0.319087215,0.98046698,0.668869972,0.040578879,0.760085117,0.971783087,0.969388391,0.983588941,0.35638263,0.856332852,0.258473034,0.24947135,0.1253537,0.843463748,0.089425705,0.096510958,0.944633765
0.229815003,0.919787953,0.836143383,0.740595443,0.810355827,0.7844054,0.816183235,0.117996567,0.936114029,0.495604208,0.444668744,0.862077668,0.814575452,0.62888005,0.86026339,0.842074969,0.948126511,0.797986863,0.039420512,0.927595384,0.630734762
0.681665618,0.980005617,0.982669392,0.752328351,0.587676322,0.904592036,0.522039632,0.617958669,0.438858786,0.286875743,0.827618398,0.48632511,0.297030298,0.825529868,0.459998403,0.600775401,0.66907472,0.981734813,0.528028942,0.433437831,0.714946848
0.104402541,0.661273139,0.858072554,0.967595236,0.355492996,0.898966888,0.945688366,0.012520279,0.924479553,0.923541326,0.434763692,0.858425617,0.19058586,0.927336641,0.039407567,0.016183222,0.081129885,0.78187833,0.08396303,0.153823849,0.307394463
0.92141074,0.772277574,0.936269655,0.869379434,0.631383428,0.29511667,0.287753261,0.732177419,0.078175216,0.894570103,0.854049427,0.248504928,0.372893237,0.196164109,0.453762472,0.687628391,0.878862368,0.499464223,0.430910341,0.799532709,0.760435256
0.124643342,0.774108181,0.866636778,0.945719471,0.863180241,0.988611253,0.812814403,0.176888859,0.852259732,0.067230195,0.032693431,0.792122982,0.969048067,0.95420766,0.693619088,0.627997769,0.935213302,0.764717407,0.167226004,0.851078424,0.154702642
0.444345304,0.406052739,0.640390402,0.402524499,0.336203675,0.423249589,0.629373463,0.626909396,0.56716692,0.810477968,0.749813413,0.568254604,0.499995594,0.517912724,0.668742664,0.708081253,0.303290781,0.692033995,0.708243121,0.559644459,0.640712791
0.796641257,0.561201317,0.278539613,0.941560629,0.147131209,0.948817292,0.017545667,0.780424812,0.028735844,0.71948966,0.716577983,0.055000268,0.289234841,0.913619572,0.050393772,0.145860777,0.069151419,0.496268981,0.18983691,0.176416489,0.912334007
0.705232002,0.899602995,0.995519092,0.718478801,0.55417923,0.944938262,0.667110622,0.607307009,0.526349046,0.324241625,0.829431899,0.740971949,0.231919194,0.825529868,0.260334124,0.279814605,0.597507243,0.986936606,0.504978468,0.662369017,0.750809196
0.303827211,0.721702388,0.550336802,0.840108483,0.473939727,0.587958774,0.94706204,0.541684723,0.989559776,0.641345376,0.805922481,0.873654341,0.953446387,0.78974901,0.896989733,0.73877727,0.638951473,0.69797187,0.73633108,0.634826083,0.359295828
0.874530463,0.023133487,0.021589446,0.840108483,0.046504326,0.898966888,0.214547008,0.679683176,0.015527439,0.378365948,0.236011703,0.015497133,0.326438486,0.768944958,0.326527121,0.460824291,0.040666398,0.075270103,0.673827378,0.064277171,0.323505114
0.732170567,0.842322894,0.373491756,0.142161487,0.815052307,0.25861426,0.621859691,0.531532712,0.418419149,0.570921671,0.750172029,0.980705033,0.481812226,0.329373975,0.569764986,0.696237758,0.67479893,0.521033844,0.264526862,0.775554684,0.962067319
0.983594428,0.524146578,0.693475992,0.913327766,0.010258432,0.920968725,0.667110622,0.684279324,0.047483284,0.959269481,0.929892109,0.78232434,0.84182913,0.855908562,0.413566721,0.757644131,0.053494525,0.441281673,0.349485787,0.287963021,0.943118209
0.572613452,0.407589662,0.362286873,0.321778029,0.926769485,0.2820692,0.382693447,0.233545223,0.220965305,0.244537907,0.395439554,0.343691497,0.372893237,0.432342628,0.437829416,0.439731755,0.931776098,0.510049356,0.150604208,0.777695981,0.403875813
0.346136127,0.447665802,0.348179043,0.118333381,0.444827738,0.095777302,0.665918943,0.438810657,0.533798779,0.965690276,0.941968647,0.190317259,0.797982596,0.184013317,0.898766586,0.807473132,0.247592548,0.46925558,0.901598459,0.179793834,0.936946832
0.124936889,0.5095171,0.140362442,0.276402819,0.478438399,0.082385806,0.796129653,0.110146074,0.702227021,0.143039097,0.149495864,0.683680092,0.558548784,0.071372584,0.695846473,0.720934176,0.901280685,0.248790459,0.222029724,0.959484201,0.445195731
0.202755616,0.113922049,0.097353465,0.562428756,0.085809436,0.906073129,0.714590954,0.130586493,0.559019951,0.202376835,0.157474822,0.569874317,0.892822638,0.708518027,0.79137091,0.783780027,0.101108714,0.04943348,0.52298828,0.100505907,0.099800167
0.293112057,0.113102764,0.267813214,0.852774652,0.814627713,0.957188638,0.708548027,0.592530603,0.84384902,0.303808994,0.096727111,0.726475023,0.97928428,0.974152198,0.842784562,0.680015076,0.900337394,0.03515928,0.66289223,0.707789423,0.165234917
0.7800566,0.314511303,0.108427499,0.655303526,0.785689059,0.781291255,0.507552729,0.822457793,0.399962736,0.563211967,0.885910916,0.440814964,0.918843865,0.828355522,0.70977181,0.631679808,0.729489747,0.240484561,0.757232709,0.777558435,0.730545649
0.146300061,0.274459833,0.460435982,0.059351965,0.932669035,0.200271966,0.79661157,0.221188945,0.804617721,0.445615472,0.371385863,0.579250841,0.809866287,0.166676985,0.782315294,0.857025013,0.82223322,0.446038138,0.286600864,0.895806771,0.456363752
0.054524686,0.862912488,0.592115543,0.791162831,0.021228026,0.948727041,0.968889409,0.024983627,0.928572161,0.631279281,0.636764717,0.980705033,0.095139561,0.75516846,0.046872169,0.308320747,0.027364864,0.578430754,0.106799841,0.128352731,0.9825694
0.157319029,0.955543562,0.545689153,0.869379434,0.646498149,0.640872251,0.991787619,0.118892319,0.62161905,0.999278614,0.972421473,0.868053566,0.016576763,0.582374846,0.484443846,0.671766585,0.149544844,0.319482248,0.05183233,0.123865489,0.878345444
0.148683071,0.850623793,0.751026448,0.237360389,0.955750724,0.206714193,0.545281338,0.454463854,0.928347771,0.852486618,0.315994318,0.851327248,0.549662596,0.170621485,0.669496391,0.831618649,0.898316456,0.77280375,0.838616503,0.833243815,0.451093579
0.46840328,0.556417798,0.933099875,0.888770475,0.976312128,0.550838203,0.959274728,0.073510653,0.682827277,0.21198496,0.275503056,0.578488596,0.037189806,0.980344066,0.09676706,0.200821774,0.951965462,0.989062294,0.493695215,0.991989295,0.503547194
0.367148366,0.064645103,0.147045285,0.748401744,0.176309808,0.031348311,0.525965803,0.104302383,0.430728225,0.727054645,0.08122179,0.187945402,0.594826637,0.203877484,0.480885186,0.399834515,0.096979066,0.042129921,0.238704362,0.08266541,0.072354989
0.475345273,0.840661914,0.767039907,0.511076372,0.458888346,0.205588347,0.780800174,0.710375417,0.467706655,0.640594364,0.913790825,0.765353654,0.586765203,0.770789621,0.61308631,0.943617279,0.327213475,1,0.264455204,0.434659845,0.76649096
0.537542289,0.254003815,0.369348861,0.791965591,0.151779223,0.988611253,0.627693361,0.717547163,0.637542885,0.44499206,0.381404705,0.579477138,0.748234402,0.78873731,0.643464488,0.708081253,0.112908869,0.283612316,0.559353042,0.220300069,0.415166649
0.594459182,0.379200639,0.283375669,0.090609987,0.740544645,0.161617195,0.160373097,0.818770935,0.357799585,0.379895693,0.57352488,0.243016127,0.400881668,0.111732365,0.45584609,0.493145296,0.726841982,0.266575687,0.805049669,0.819535813,0.648767622
0.871321482,0.036370184,0.067936642,0.050861987,0.790204319,0.213363387,0.042454075,0.987582622,0.079295335,0.142921506,0.168286985,0.038837156,0.90922283,0.112729286,0.97228274,0.973801734,0.878862368,0.13254686,0.779024502,0.903510383,0.213510647
0.975761052,0.129036525,0.027965091,0.905897579,0.40284449,0.030675008,0.036514732,1,0.028735844,0.16160146,0.137346798,0.068496088,0.549957165,0.205862814,0.5369608,0.543868885,0.266120302,0.015943597,0.871119726,0.467235138,0.132200323
0.075667079,0.165342574,0.135398622,0.719296852,0.125520453,0.635831097,0.466949102,0.140634621,0.660196982,0.65068818,0.789290484,0.214181029,0.903625087,0.627931713,0.97165326,0.992370852,0.072546329,0.142994612,0.553630692,0.073831445,0.566196647
0.41397778,0.485309017,0.114133095,0.944606565,0.069454624,0.973992813,0.780800174,0.385746008,0.738815488,0.176327747,0.069707967,0.882596313,0.88431571,0.817884314,0.79189774,0.916583304,0.121508461,0.266575687,0.464900479,0.152937011,0.543158601
0.354646866,0.725917627,0.967196536,0.474016229,0.041705031,0.5198481,0.927859924,0.355494037,0.872783166,0.176294054,0.149495864,0.775590602,0.001931518,0.396217088,0.084884207,0.067240795,0.209584369,0.943283013,0.297486777,0.312905146,0.475054515
0.679209278,0.617227659,0.166358916,0.290519147,0.375184714,0.226603911,0.402126057,0.623445128,0.286636419,0.44286696,0.414991395,0.281953709,0.628683767,0.448622909,0.514001229,0.623275689,0.733502566,0.192122349,0.713939807,0.816698002,0.90732078
0.962720796,0.290479477,0.116098747,0.940538711,0.177089726,0.617356186,0.23724053,0.91348801,0.05808706,0.675981579,0.593735752,0.318992098,0.77691862,0.380495243,0.533753006,0.713733689,0.30265287,0.142994612,0.811945509,0.325680213,0.491429391
0.13448805,0.193851301,0.47095681,0.776066809,0.755733892,0.804253799,0.373972691,0.326474754,0.635278153,0.470154384,0.193394348,0.377873902,0.702377979,0.808895526,0.771023217,0.756590255,0.865664842,0.166217718,0.2196608,0.783537291,0.191686988
0.229887472,0.363075841,0.78971075,0.749599593,0.486843761,0.451161166,0.743296809,0.314458631,0.889914608,0.230427825,0.491269965,0.336098451,0.261056567,0.616827219,0.420442961,0.161833688,0.502388992,0.68248661,0.711822864,0.320986828,0.606897464
0.863518836,0.364676684,0.16529846,0.469117486,0.688519493,0.535043188,0.384555141,0.751787307,0.21668195,0.226850826,0.117768682,0.323008722,0.548503297,0.313864881,0.759583542,0.824066636,0.598546946,0.248794393,0.72907282,0.59372694,0.344818827
0.16043459,0.750381635,0.920797965,0.763019791,0.362993396,0.847251379,0.843720523,0.127491431,0.772309614,0.596589175,0.684181113,0.797895697,0.828653405,0.845788992,0.840984403,0.814445187,0.439307905,0.932515526,0.356595976,0.499715185,0.455195369
0.849162725,0.201636565,0.20309752,0.259070397,0.463586686,0.243346902,0.064977328,0.970184824,0.241219256,0.524846887,0.225444535,0.031162626,0.328750463,0.041007113,0.48615966,0.303263949,0.62123007,0.215991588,0.803812789,0.210673629,0.195955953
0.36810724,0.564456019,0.64221728,0.409738748,0.2941952,0.30898674,0.345386963,0.448017662,0.436499337,0.530620313,0.483252785,0.337986225,0.471360288,0.388190937,0.653271816,0.824066636,0.282623491,0.764713108,0.550709176,0.164006359,0.459237205
0.217946793,0.637276365,0.812506185,0.319725294,0.605532696,0.629135887,0.324266134,0.158056515,0.68854996,0.810477968,0.891731333,0.100871698,0.654335789,0.623444709,0.952140132,0.836079869,0.143511948,0.70652629,0.920407196,0.460873498,0.683676426
0.331112058,0.726174352,0.851681369,0.835921178,0.315042851,0.713683374,0.766128597,0.454463854,0.738815488,0.715826616,0.75652511,0.726475023,0.502592919,0.782557184,0.588731994,0.709103631,0.574837801,0.819551882,0.535500435,0.57777492,0.565629001
0.954397404,0.36092911,0.189569609,0.162562615,0.177089726,0.380297382,0.072046762,0.908142246,0.174129618,0.550735529,0.181576287,0.258334292,0.382312592,0.031341765,0.391421947,0.213852153,0.277554702,0.167895412,0.89949422,0.173755702,0.376252115
0.677772705,0.73308647,0.729085249,0.605285678,0.060940164,0.686647593,0.779897031,0.58434876,0.838738462,0.428469346,0.309961753,0.885968391,0.275425779,0.410510034,0.306492468,0.145843159,0.268013619,0.740429918,0.094175971,0.323934452,0.536514951
0.679282668,0.258745055,0.352715871,0.290519147,0.484456551,0.144890406,0.207286192,0.658063734,0.232356858,0.214171762,0.02616925,0.169280983,0.316105239,0.142619922,0.25113594,0.20811831,0.588581592,0.401748865,0.730157162,0.602093522,0.122713434
0.471324659,0.439588361,0.696455005,0.480643497,0.588330202,0.462447858,0.545281338,0.592530603,0.515300769,0.741834131,0.789290484,0.517196316,0.839548096,0.517618182,0.758554878,0.836543262,0.637792173,0.580591834,0.657627227,0.695778277,0.67065323
0.936856681,0.42740279,0.249523644,0.945719471,0.824197262,0.832055826,0.438521637,0.921623899,0.344907527,0.008902449,0.010199033,0.548194625,0.371891721,0.902473285,0.25113594,0.247788033,0.874652358,0.276944072,0.673679946,0.736554706,0.088837985
0.759798562,0.333942972,0.166358916,0.470202566,0.878129144,0.554593053,0.024759253,0.886630871,0.024074597,0.671738362,0.700896279,0.1084889,0.331966795,0.490145273,0.395104315,0.107921335,0.875648521,0.155215018,0.932949992,0.840521321,0.414251678
0.16043459,0.758169206,0.84749712,0.295644894,0.356596665,0.427441785,0.669980002,0.357988368,0.679683253,0.638885759,0.870234817,0.777999977,0.273813846,0.431323988,0.11824962,0.257963419,0.048641347,0.947428911,0.186323956,0.199720821,0.972763525
0.476797774,0.399396717,0.418833207,0.290519147,0.801950817,0.581099517,0.465592622,0.410568434,0.325142579,0.446496694,0.350232514,0.72783479,0.782417768,0.410510034,0.542506365,0.664678743,0.644848629,0.469256358,0.234356112,0.572175966,0.630741417
0.741532093,0.181637661,0.135398622,0.24242406,0.302119504,0.256054893,0.318277825,0.666341862,0.042577136,0.421898562,0.400655916,0.364583251,0.233816097,0.270591253,0.276304129,0.376639259,0.266120302,0.319495764,0.803792536,0.322695765,0.475161874
0.477653421,0.463696242,0.791612837,0.604452111,0.722385244,0.285966975,0.519864245,0.732177419,0.840391896,0.403413836,0.338182711,0.138548938,0.306268573,0.278678254,0.186575505,0.30710302,0.693848797,0.618900194,0.912054141,0.647586613,0.648858047
0.955649141,0.274459833,0.101786984,0.777406926,0.80927402,0.832134933,0.414307253,0.908142246,0.015527439,0.354707843,0.263661791,0.61242488,0.328682132,0.602114067,0.256029474,0.511745744,0.908784903,0.099509508,0.83341371,0.799532709,0.22375884
1,0.020613449,0.070257722,0.947484257,0.682742103,0.243005867,0.016785189,0.996216228,0.024074597,0.202730538,0.109684763,0.068496088,0.315057287,0.26668895,0.310520166,0.340886338,0.669106529,0.003441052,0.876231423,0.720742428,0.017622125
0.428590958,0.54525313,0.617137101,0.406883444,0.172975146,0.44569088,0.491669149,0.502835443,0.507150112,0.411385498,0.383071968,0.337986225,0.002041209,0.423477171,0.100888808,0.031293807,0.241101805,0.618900194,0.671734853,0.297262629,0.321765765
0.545336153,0.55391214,0.402609484,0.312646743,0.61287106,0.299299246,0.394717386,0.186216117,0.235557927,0.224360845,0.479944181,0.276510411,0.372893237,0.410838726,0.495064586,0.709103631,0.404062536,0.720844274,0.094175971,0.509122471,0.459237205
0.032729344,0.493935037,0.507393043,0.560048573,0.014181871,0.690876828,0.50390639,0.100946665,0.337188237,0.946628034,0.967173031,0.371209622,0.010871535,0.695057537,0.455703152,0.506978636,0.103454342,0.886338459,0.181990708,0.143449077,0.922865825
0.713664699,0.096794158,0.175890572,0.92490659,0.085809436,0.831159476,0.685510994,0.448049066,0.843791576,0.016770004,0.000751414,0.676177212,0.017550253,0.902839043,0.034513586,0.011734068,0.015118162,0.236499269,0.456514293,0.047768166,0.113771576
0.775327893,0.878942114,0.565813687,0.896538634,0.512083808,0.982042587,0.407071516,0.411922967,0.034820706,0.581730531,0.67793247,0.091917017,0.094406385,0.578462612,0.174881953,0.627678931,0.058692981,0.369410933,0.923100813,0.20187034,0.909263897
0.915399003,0.499944524,0.665908096,0.763019791,0.521100593,0.650678359,0.369731759,0.491271436,0.545662204,0.70716108,0.668476436,0.411427325,0.437972974,0.627931713,0.314521389,0.091869733,0.625812,0.544278144,0.49157125,0.325680213,0.806379748
0.03532239,0.510029966,0.807604143,0.921622998,0.205349418,0.964401675,0.971338772,0.089967068,0.991559939,0.665600423,0.543441297,0.776743128,0.539722528,0.958831548,0.29060753,0.427885988,0.112908869,0.736663181,0.270371795,0.176416489,0.79677787
0.747885195,0.963684907,0.350143145,0.564215181,0.02048114,0.889939593,0.340100966,0.81155103,0.437790489,0.459858983,0.380567035,0.925065392,0.103316659,0.340067433,0.177422901,0.332160467,0.229740356,0.394563904,0.142237667,0.27972677,0.040027136
0.015628027,0.608319644,0.947497016,0.85273171,0.365561682,0.360660497,0.987724205,0.012520279,0.959656299,0.7659144,0.864527207,0.984119861,0.330370151,0.870629836,0.423007815,0.611899218,0.081129885,0.912299216,0.264455204,0.095768621,0.990011433
0.637060427,0.695713053,0.840489945,0.556270932,0.966693055,0.534016614,0.524885375,0.828927743,0.595688675,0.321135423,0.387442997,0.440671558,0.797605668,0.742742661,0.863959834,0.79161578,0.880624741,0.823017048,0.892250227,0.867595911,0.21603775
0.964605259,0.034400971,0.135398622,0.957401353,0.496405633,0.592268941,0.174816039,0.92267158,0.015966052,0.86698826,0.790344786,0.107082834,0.099355282,0.577248617,0.186449859,0.145843159,0.483647887,0.084232826,0.972683626,0.265572725,0.527975743
0.679775716,0.840661914,0.604551076,0.366161156,0.354786723,0.428041636,0.584706514,0.424104299,0.255038488,0.597399984,0.958223601,0.64836713,0.687582801,0.451292638,0.784310537,0.515905835,0.330483853,0.869665143,0.435806682,0.485247227,0.820711624
0.167667097,0.601272981,0.675131625,0.268480352,0.132124512,0.156550236,0.503633839,0.417455203,0.743080944,0.556245059,0.543512535,0.714173435,0.119804206,0.165784862,0.133310009,0.13606663,0.211726979,0.532614209,0.268997121,0.191975688,0.287479734
0.761682044,0.496111713,0.381333183,0.367838097,0.439014928,0.223539746,0.852777711,0.611687343,0.885807229,0.520792507,0.773279465,0.843990004,0.462991108,0.114153698,0.375020346,0.240725558,0.395108767,0.58408024,0.841206113,0.343893731,0.680707629
0.967971274,0.518124479,0.588998613,0.735614292,0.792544794,0.484011049,0.292337163,0.693284069,0.003986205,0.829498606,0.259453661,0.321357622,0.852870695,0.377915248,0.871656225,0.839576016,0.800054957,0.284995911,0.205051556,0.629895834,0.253198438
0.744963831,0.838632442,0.309498637,0.560503157,0.119007108,0.96044261,0.481159845,0.561456439,0.203629601,0.302232809,0.479258307,0.768997344,0.818277789,0.770284347,0.840442882,0.928145849,0.03297572,0.640644475,0.184794668,0.111984719,0.48005853
0.329141946,0.176836408,0.23863688,0.823465175,0.596195045,0.110101187,0.439119932,0.157174766,0.468091144,0.745062216,0.122956312,0.144258731,0.481812226,0.243085376,0.228220918,0.167818507,0.427306869,0.028545718,0.423096153,0.312352523,0.081006384
0.656345935,0.363075841,0.713856941,0.50360329,0.151779223,0.52910911,0.068622816,0.826814643,0.095522194,0.092336885,0.092420164,0.018886702,0.840739218,0.612732075,0.812886019,0.836074332,0.154842018,0.529591771,0.870929395,0.091988829,0.056484243
0.827667051,0.338818434,0.418833207,0.153368486,0.915928382,0.307254789,0.162853301,0.843586134,0.047975091,0.474898025,0.197505703,0.336098451,0.933817347,0.126555429,0.91244926,0.701258573,0.830823418,0.248794393,0.682483772,0.667575684,0.334780098
0.251268937,0.986664808,0.901651622,0.294612929,0.73337359,0.744786631,0.79661157,0.491389805,0.87456313,0.692646226,0.925971741,0.853563784,0.777105405,0.631701291,0.87302411,0.809590235,0.733613307,0.908197261,0.579832211,0.667575684,0.966508012
0.6074596,0.564705839,0.140362442,0.305445139,0.420099794,0.333091556,0.280990596,0.405804166,0.206620431,0.222603653,0.420060445,0.289552884,0.24916468,0.455503155,0.451580682,0.463709684,0.419494058,0.367078508,0.463044935,0.361731788,0.479086545
0.094456047,0.342035762,0.263294672,0.540181582,0.74312984,0.455504992,0.548159703,0.170646232,0.726183469,0.642274369,0.645025587,0.547986572,0.831552739,0.380495243,0.889562419,0.97552869,0.798118193,0.232403992,0.172611675,0.929236136,0.678709004
0.053037206,0.686823141,0.530057259,0.882192862,0.646498149,0.901485117,0.939862379,0.035363508,0.938017955,0.331620158,0.400569552,0.965760223,0.297030298,0.976388483,0.329481574,0.556734025,0.695674205,0.699999202,0.017995098,0.736554706,0.394874885
0.124640727,0.696213477,0.820662233,0.724948269,0.166100258,0.470704643,0.861054903,0.079499207,0.938017955,0.70716108,0.637916163,0.851303902,0.689778214,0.558742717,0.683835096,0.840895665,0.090097461,0.844213139,0.14279393,0.136566177,0.571751039
0.257569525,0.007416325,0.158984122,0.259070397,0.041705031,0.956647982,0.597732657,0.24001469,0.507150112,0.445640182,0.314106293,0.966691582,0.915935499,0.292191083,0.686022547,0.709103631,0.053494525,0.091016068,0.89270759,0.191975688,0.055550694
0.679775716,0.074661842,0.123990294,0.366161156,0.802830633,0.470704643,0.532038131,0.784593163,0.3525285,0.378365948,0.284064509,0.159670931,0.777105405,0.556783279,0.618975696,0.672311812,0.350979889,0.187081859,0.964324603,0.401768092,0.207582982
0.560970703,0.459662782,0.729504493,0.903325393,0.377925774,0.329326428,0.369731759,0.776175628,0.679683253,0.4366506,0.300464902,0.418287775,0.148729259,0.55737706,0.508964573,0.200821774,0.480804085,0.667872846,0.564889385,0.169799177,0.4891804
